"GAME_ID","EVENTNUM","EVENTMSGTYPE","EVENTMSGACTIONTYPE","PERIOD","WCTIMESTRING","PCTIMESTRING","HOMEDESCRIPTION","NEUTRALDESCRIPTION","VISITORDESCRIPTION","SCORE","SCOREMARGIN","PERSON1TYPE","PLAYER1_ID","PLAYER1_NAME","PLAYER1_TEAM_ID","PLAYER1_TEAM_CITY","PLAYER1_TEAM_NICKNAME","PLAYER1_TEAM_ABBREVIATION","PERSON2TYPE","PLAYER2_ID","PLAYER2_NAME","PLAYER2_TEAM_ID","PLAYER2_TEAM_CITY","PLAYER2_TEAM_NICKNAME","PLAYER2_TEAM_ABBREVIATION","PERSON3TYPE","PLAYER3_ID","PLAYER3_NAME","PLAYER3_TEAM_ID","PLAYER3_TEAM_CITY","PLAYER3_TEAM_NICKNAME","PLAYER3_TEAM_ABBREVIATION"
"0021500664","0","12","0","1","7:42 PM","12:00",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","1","10","0","1","7:42 PM","12:00","Jump Ball Lopez vs. Ibaka: Tip to Young",NA,NA,NA,NA,"4","201572","Brook Lopez","1610612751","Brooklyn","Nets","BKN","5","201586","Serge Ibaka","1610612760","Oklahoma City","Thunder","OKC","4","201152","Thaddeus Young","1610612751","Brooklyn","Nets","BKN"
"0021500664","2","5","45","1","7:42 PM","11:43","Johnson Out of Bounds - Bad Pass Turnover Turnover (P1.T1)",NA,NA,NA,NA,"4","2207","Joe Johnson","1610612751","Brooklyn","Nets","BKN","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","3","5","45","1","7:43 PM","11:20",NA,NA,"Durant Out of Bounds - Bad Pass Turnover Turnover (P1.T1)",NA,NA,"5","201142","Kevin Durant","1610612760","Oklahoma City","Thunder","OKC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","4","2","1","1","7:43 PM","11:03","MISS Ellington 25' 3PT Jump Shot",NA,NA,NA,NA,"4","201961","Wayne Ellington","1610612751","Brooklyn","Nets","BKN","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","5","4","0","1","7:43 PM","11:02","Lopez REBOUND (Off:1 Def:0)",NA,NA,NA,NA,"4","201572","Brook Lopez","1610612751","Brooklyn","Nets","BKN","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","6","1","97","1","7:43 PM","11:01","Lopez 1' Tip Layup Shot (2 PTS)",NA,NA,"0 - 2","2","4","201572","Brook Lopez","1610612751","Brooklyn","Nets","BKN","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","7","2","1","1","7:43 PM","10:44",NA,NA,"MISS Durant 22' Jump Shot",NA,NA,"5","201142","Kevin Durant","1610612760","Oklahoma City","Thunder","OKC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","8","4","0","1","7:43 PM","10:43","Ellington REBOUND (Off:0 Def:1)",NA,NA,NA,NA,"4","201961","Wayne Ellington","1610612751","Brooklyn","Nets","BKN","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","9","1","42","1","7:44 PM","10:33","Lopez 1' Driving Layup (4 PTS) (Ellington 1 AST)",NA,NA,"0 - 4","4","4","201572","Brook Lopez","1610612751","Brooklyn","Nets","BKN","4","201961","Wayne Ellington","1610612751","Brooklyn","Nets","BKN","0","0",NA,NA,NA,NA,NA
"0021500664","10","1","3","1","7:44 PM","10:04",NA,NA,"Collison 9' Hook Shot (2 PTS) (Durant 1 AST)","2 - 4","2","5","2555","Nick Collison","1610612760","Oklahoma City","Thunder","OKC","5","201142","Kevin Durant","1610612760","Oklahoma City","Thunder","OKC","0","0",NA,NA,NA,NA,NA
"0021500664","11","2","78","1","7:44 PM","9:53","MISS Lopez 4' Floating Jump Shot",NA,NA,NA,NA,"4","201572","Brook Lopez","1610612751","Brooklyn","Nets","BKN","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","12","4","0","1","7:44 PM","9:52","Sloan REBOUND (Off:1 Def:0)",NA,NA,NA,NA,"4","202388","Donald Sloan","1610612751","Brooklyn","Nets","BKN","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500664","13","1","66","1","7:44 PM","9:44","Young 4' Jump Bank Shot (2 PTS) (Sloan 1 AST)",NA,NA,"2 - 6","4","4","201152","Thaddeus Young","1610612751","Brooklyn","Nets","BKN","4","202388","Donald Sloan","1610612751","Brooklyn","Nets","BKN","0","0",NA,NA,NA,NA,NA
"0021500664","14","2","5","1","7:45 PM","9:34","Lopez BLOCK (1 BLK)",NA,"MISS Westbrook 3' Layup",NA,NA,"5","201566","Russell Westbrook","1610612760","Oklahoma City","Thunder","OKC","0","0",NA,NA,NA,NA,NA,"4","201572","Brook Lopez","1610612751","Brooklyn","Nets","BKN"
"0021500664","15","4","0","1","7:45 PM","9:33",NA,NA,"Thunder Rebound",NA,NA,"3","1610612760",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
