"GAME_ID","EVENTNUM","EVENTMSGTYPE","EVENTMSGACTIONTYPE","PERIOD","WCTIMESTRING","PCTIMESTRING","HOMEDESCRIPTION","NEUTRALDESCRIPTION","VISITORDESCRIPTION","SCORE","SCOREMARGIN","PERSON1TYPE","PLAYER1_ID","PLAYER1_NAME","PLAYER1_TEAM_ID","PLAYER1_TEAM_CITY","PLAYER1_TEAM_NICKNAME","PLAYER1_TEAM_ABBREVIATION","PERSON2TYPE","PLAYER2_ID","PLAYER2_NAME","PLAYER2_TEAM_ID","PLAYER2_TEAM_CITY","PLAYER2_TEAM_NICKNAME","PLAYER2_TEAM_ABBREVIATION","PERSON3TYPE","PLAYER3_ID","PLAYER3_NAME","PLAYER3_TEAM_ID","PLAYER3_TEAM_CITY","PLAYER3_TEAM_NICKNAME","PLAYER3_TEAM_ABBREVIATION"
"0021500229","0","12","0","1","7:41 PM","12:00",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500229","1","10","0","1","7:41 PM","12:00","Jump Ball Johnson vs. Gortat: Tip to Humphries",NA,NA,NA,NA,"4","101161","Amir Johnson","1610612738","Boston","Celtics","BOS","5","101162","Marcin Gortat","1610612764","Washington","Wizards","WAS","5","2743","Kris Humphries","1610612764","Washington","Wizards","WAS"
"0021500229","2","2","79","1","7:41 PM","11:36",NA,NA,"MISS Wall 22' Pullup Jump Shot",NA,NA,"5","202322","John Wall","1610612764","Washington","Wizards","WAS","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500229","3","4","0","1","7:41 PM","11:35","Sullinger REBOUND (Off:0 Def:1)",NA,NA,NA,NA,"4","203096","Jared Sullinger","1610612738","Boston","Celtics","BOS","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500229","4","1","3","1","7:42 PM","11:17","Sullinger 9' Hook Shot (2 PTS) (Bradley 1 AST)",NA,NA,"0 - 2","2","4","203096","Jared Sullinger","1610612738","Boston","Celtics","BOS","4","202340","Avery Bradley","1610612738","Boston","Celtics","BOS","0","0",NA,NA,NA,NA,NA
"0021500229","5","1","83","1","7:42 PM","11:03",NA,NA,"Beal 8' Fadeaway Bank Shot (2 PTS) (Wall 1 AST)","2 - 2","TIE","5","203078","Bradley Beal","1610612764","Washington","Wizards","WAS","5","202322","John Wall","1610612764","Washington","Wizards","WAS","0","0",NA,NA,NA,NA,NA
"0021500229","6","2","1","1","7:42 PM","10:42","MISS Sullinger 18' Jump Shot",NA,NA,NA,NA,"4","203096","Jared Sullinger","1610612738","Boston","Celtics","BOS","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500229","7","4","0","1","7:42 PM","10:41","CELTICS Rebound",NA,NA,NA,NA,"2","1610612738",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500229","8","1","78","1","7:43 PM","10:35","Thomas 14' Floating Jump Shot (2 PTS) (Johnson 1 AST)",NA,NA,"2 - 4","2","4","202738","Isaiah Thomas","1610612738","Boston","Celtics","BOS","4","101161","Amir Johnson","1610612738","Boston","Celtics","BOS","0","0",NA,NA,NA,NA,NA
"0021500229","9","2","42","1","7:43 PM","10:21",NA,NA,"MISS Humphries 2' Driving Layup",NA,NA,"5","2743","Kris Humphries","1610612764","Washington","Wizards","WAS","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500229","10","4","0","1","7:43 PM","10:20","Johnson REBOUND (Off:0 Def:1)",NA,NA,NA,NA,"4","101161","Amir Johnson","1610612738","Boston","Celtics","BOS","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500229","11","5","39","1","7:43 PM","10:05","Bradley Step Out of Bounds Turnover (P1.T1)",NA,NA,NA,NA,"4","202340","Avery Bradley","1610612738","Boston","Celtics","BOS","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500229","12","5","1","1","7:44 PM","9:52","Thomas STEAL (1 STL)",NA,"Wall Bad Pass Turnover (P1.T1)",NA,NA,"5","202322","John Wall","1610612764","Washington","Wizards","WAS","4","202738","Isaiah Thomas","1610612738","Boston","Celtics","BOS","0","0",NA,NA,NA,NA,NA
"0021500229","13","1","46","1","7:44 PM","9:45","Bradley 2' Running Jump Shot (2 PTS)",NA,NA,"2 - 6","4","4","202340","Avery Bradley","1610612738","Boston","Celtics","BOS","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500229","14","1","42","1","7:44 PM","9:34",NA,NA,"Beal 2' Driving Layup (4 PTS) (Wall 2 AST)","4 - 6","2","5","203078","Bradley Beal","1610612764","Washington","Wizards","WAS","5","202322","John Wall","1610612764","Washington","Wizards","WAS","0","0",NA,NA,NA,NA,NA
"0021500229","15","6","2","1","7:44 PM","9:25",NA,NA,"Porter Jr. S.FOUL (P1.T1) (E.Roe)",NA,NA,"5","203490","Otto Porter","1610612764","Washington","Wizards","WAS","4","203109","Jae Crowder","1610612738","Boston","Celtics","BOS","1","0",NA,NA,NA,NA,NA
"0021500229","16","3","11","1","7:44 PM","9:25","Crowder Free Throw 1 of 2 (1 PTS)",NA,NA,"4 - 7","3","4","203109","Jae Crowder","1610612738","Boston","Celtics","BOS","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
