"GAME_ID","EVENTNUM","EVENTMSGTYPE","EVENTMSGACTIONTYPE","PERIOD","WCTIMESTRING","PCTIMESTRING","HOMEDESCRIPTION","NEUTRALDESCRIPTION","VISITORDESCRIPTION","SCORE","SCOREMARGIN","PERSON1TYPE","PLAYER1_ID","PLAYER1_NAME","PLAYER1_TEAM_ID","PLAYER1_TEAM_CITY","PLAYER1_TEAM_NICKNAME","PLAYER1_TEAM_ABBREVIATION","PERSON2TYPE","PLAYER2_ID","PLAYER2_NAME","PLAYER2_TEAM_ID","PLAYER2_TEAM_CITY","PLAYER2_TEAM_NICKNAME","PLAYER2_TEAM_ABBREVIATION","PERSON3TYPE","PLAYER3_ID","PLAYER3_NAME","PLAYER3_TEAM_ID","PLAYER3_TEAM_CITY","PLAYER3_TEAM_NICKNAME","PLAYER3_TEAM_ABBREVIATION"
"0021500027","0","12","0","1","8:11 PM","12:00",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500027","1","10","0","1","8:11 PM","12:00","Jump Ball Monroe vs. Gortat: Tip to Humphries",NA,NA,NA,NA,"4","202328","Greg Monroe","1610612749","Milwaukee","Bucks","MIL","5","101162","Marcin Gortat","1610612764","Washington","Wizards","WAS","5","2743","Kris Humphries","1610612764","Washington","Wizards","WAS"
"0021500027","3","1","3","1","8:11 PM","11:42",NA,NA,"Gortat 4' Hook Shot (2 PTS) (Beal 1 AST)","2 - 0","-2","5","101162","Marcin Gortat","1610612764","Washington","Wizards","WAS","5","203078","Bradley Beal","1610612764","Washington","Wizards","WAS","0","0",NA,NA,NA,NA,NA
"0021500027","4","1","98","1","8:11 PM","11:20","Monroe 2' Cutting Layup Shot (2 PTS) (Carter-Williams 1 AST)",NA,NA,"2 - 2","TIE","4","202328","Greg Monroe","1610612749","Milwaukee","Bucks","MIL","4","203487","Michael Carter-Williams","1610612749","Milwaukee","Bucks","MIL","0","0",NA,NA,NA,NA,NA
"0021500027","5","6","1","1","8:11 PM","11:12","Antetokounmpo P.FOUL (P1.T1) (J.Orr)",NA,NA,NA,NA,"4","203507","Giannis Antetokounmpo","1610612749","Milwaukee","Bucks","MIL","5","203490","Otto Porter","1610612764","Washington","Wizards","WAS","1","0",NA,NA,NA,NA,NA
"0021500027","6","2","1","1","8:12 PM","11:02",NA,NA,"MISS Gortat 5' Jump Shot",NA,NA,"5","101162","Marcin Gortat","1610612764","Washington","Wizards","WAS","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500027","7","4","0","1","8:12 PM","11:01","Carter-Williams REBOUND (Off:0 Def:1)",NA,NA,NA,NA,"4","203487","Michael Carter-Williams","1610612749","Milwaukee","Bucks","MIL","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500027","8","6","29","1","8:12 PM","10:58",NA,NA,"Gortat Shooting Block Foul (P1.T1) (J.Orr)",NA,NA,"5","101162","Marcin Gortat","1610612764","Washington","Wizards","WAS","4","203507","Giannis Antetokounmpo","1610612749","Milwaukee","Bucks","MIL","1","0",NA,NA,NA,NA,NA
"0021500027","9","3","11","1","8:12 PM","10:58","Antetokounmpo Free Throw 1 of 2 (1 PTS)",NA,NA,"2 - 3","1","4","203507","Giannis Antetokounmpo","1610612749","Milwaukee","Bucks","MIL","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"0021500027","11","3","12","1","8:13 PM","10:58","Antetokounmpo Free Throw 2 of 2 (2 PTS)",NA,NA,"2 - 4","2","4","203507","Giannis Antetokounmpo","1610612749","Milwaukee","Bucks","MIL","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
