x,score,time,homeOraway,opponent,3pt %,3pt %_op,3pts,3pts_op,3pt attempts,3pt attempts_op,2pt %,2pt %_op,2pts,2pts_op,2pt attempts,2pt attempts_op,rebounds,rebounds_op,offensive rebs,offensive rebs_op,defensive rebs,defensive rebs_op,free throws %,free throws %_op,free throws,free throws_op,free throw atps,free throw atps_op,assists,assists_op,steals,steals_op,blocks,blocks_op,turnovers,turnovers_op,fouls,fouls_op
4.0,98.0,2015-10-30,1,CHI,21.0,32.0,6.0,7.0,28.0,22.0,43.0,44.0,33.0,27.0,76.0,62.0,61.0,50.0,20.0,8.0,41.0,42.0,50.0,73.0,14.0,19.0,28.0,26.0,18.0,18.0,9.0,8.0,2.0,8.0,-14.0,-19.0,-19.0,-24.0
2.0,112.0,2016-04-13,0,CLE,49.0,39.0,16.0,7.0,33.0,18.0,40.0,49.0,21.0,39.0,52.0,79.0,47.0,43.0,9.0,8.0,38.0,35.0,79.0,73.0,22.0,11.0,28.0,15.0,24.0,21.0,5.0,4.0,11.0,7.0,-12.0,-10.0,-15.0,-23.0
8.0,96.0,2016-02-22,0,CLE,32.0,31.0,8.0,8.0,25.0,26.0,53.0,49.0,29.0,26.0,55.0,53.0,43.0,40.0,6.0,5.0,37.0,35.0,67.0,92.0,14.0,12.0,21.0,13.0,17.0,19.0,10.0,8.0,3.0,2.0,-13.0,-17.0,-15.0,-21.0
-8.0,106.0,2016-01-29,1,CLE,30.0,39.0,7.0,9.0,23.0,23.0,54.0,50.0,33.0,30.0,61.0,60.0,39.0,47.0,9.0,10.0,30.0,37.0,73.0,93.0,19.0,27.0,26.0,29.0,20.0,20.0,5.0,4.0,4.0,1.0,-9.0,-7.0,-24.0,-25.0
5.0,104.0,2015-11-17,1,CLE,33.0,33.0,7.0,11.0,21.0,33.0,46.0,57.0,29.0,27.0,63.0,47.0,48.0,40.0,11.0,3.0,37.0,37.0,81.0,60.0,25.0,12.0,31.0,20.0,20.0,21.0,11.0,8.0,1.0,2.0,-13.0,-14.0,-15.0,-25.0
-9.0,89.0,2016-04-01,1,DAL,39.0,33.0,13.0,8.0,33.0,24.0,38.0,51.0,18.0,31.0,48.0,61.0,47.0,48.0,12.0,8.0,35.0,40.0,58.0,86.0,14.0,12.0,24.0,14.0,23.0,18.0,4.0,4.0,4.0,5.0,-11.0,-10.0,-17.0,-18.0
6.0,102.0,2016-03-09,0,DAL,33.0,30.0,9.0,9.0,27.0,30.0,50.0,54.0,29.0,30.0,58.0,56.0,51.0,40.0,15.0,7.0,36.0,33.0,57.0,82.0,17.0,9.0,30.0,11.0,19.0,25.0,7.0,6.0,3.0,2.0,-11.0,-8.0,-14.0,-19.0
-11.0,92.0,2016-02-10,1,DEN,37.0,32.0,10.0,6.0,27.0,19.0,46.0,52.0,28.0,33.0,61.0,64.0,42.0,47.0,7.0,8.0,35.0,39.0,86.0,79.0,6.0,19.0,7.0,24.0,21.0,25.0,5.0,10.0,8.0,3.0,-14.0,-12.0,-19.0,-13.0
-3.0,101.0,2016-01-23,0,DEN,38.0,36.0,11.0,8.0,29.0,22.0,53.0,50.0,29.0,28.0,55.0,56.0,51.0,32.0,11.0,3.0,40.0,29.0,53.0,83.0,10.0,24.0,19.0,29.0,23.0,18.0,4.0,15.0,5.0,4.0,-16.0,-8.0,-22.0,-19.0
18.0,113.0,2016-01-16,1,GSW,35.0,39.0,8.0,10.0,23.0,26.0,50.0,35.0,39.0,24.0,78.0,68.0,57.0,47.0,17.0,14.0,40.0,33.0,55.0,74.0,11.0,17.0,20.0,23.0,22.0,18.0,8.0,6.0,11.0,9.0,-9.0,-12.0,-22.0,-16.0
