x,score,time,homeOraway,opponent,3pt %,3pt %_op,3pts,3pts_op,3pt attempts,3pt attempts_op,2pt %,2pt %_op,2pts,2pts_op,2pt attempts,2pt attempts_op,rebounds,rebounds_op,offensive rebs,offensive rebs_op,defensive rebs,defensive rebs_op,free throws %,free throws %_op,free throws,free throws_op,free throw atps,free throw atps_op,assists,assists_op,steals,steals_op,blocks,blocks_op,turnovers,turnovers_op,fouls,fouls_op
5.0,89.0,2016-01-25,0,CHI,21.0,28.0,3.0,5.0,14.0,18.0,51.0,43.0,34.0,30.0,67.0,70.0,46.0,49.0,6.0,12.0,40.0,37.0,71.0,75.0,12.0,9.0,17.0,12.0,21.0,18.0,7.0,5.0,3.0,3.0,-11.0,-13.0,-15.0,-18.0
21.0,122.0,2016-03-19,1,CLE,58.0,42.0,11.0,10.0,19.0,24.0,54.0,58.0,35.0,30.0,65.0,52.0,42.0,26.0,13.0,3.0,29.0,23.0,83.0,85.0,19.0,11.0,23.0,13.0,29.0,19.0,7.0,6.0,5.0,3.0,-11.0,-14.0,-14.0,-22.0
15.0,99.0,2015-12-05,1,CLE,44.0,21.0,7.0,6.0,16.0,28.0,58.0,44.0,30.0,25.0,52.0,57.0,41.0,36.0,3.0,11.0,38.0,25.0,62.0,67.0,18.0,16.0,29.0,24.0,21.0,14.0,5.0,8.0,9.0,1.0,-15.0,-14.0,-25.0,-26.0
-10.0,92.0,2015-10-30,0,CLE,29.0,24.0,6.0,6.0,21.0,25.0,48.0,54.0,27.0,33.0,56.0,61.0,38.0,49.0,6.0,14.0,32.0,35.0,91.0,86.0,20.0,18.0,22.0,21.0,21.0,25.0,5.0,4.0,7.0,4.0,-13.0,-11.0,-20.0,-19.0
3.0,93.0,2016-02-03,0,DAL,13.0,40.0,2.0,8.0,15.0,20.0,48.0,39.0,35.0,26.0,73.0,67.0,54.0,46.0,11.0,8.0,43.0,38.0,74.0,74.0,17.0,14.0,23.0,19.0,18.0,18.0,3.0,4.0,11.0,5.0,-7.0,-4.0,-20.0,-16.0
24.0,106.0,2016-01-01,1,DAL,44.0,23.0,8.0,7.0,18.0,31.0,59.0,44.0,38.0,25.0,64.0,57.0,50.0,40.0,8.0,13.0,42.0,27.0,67.0,79.0,6.0,11.0,9.0,14.0,24.0,22.0,4.0,6.0,1.0,3.0,-12.0,-9.0,-16.0,-11.0
5.0,124.0,2016-03-14,1,DEN,47.0,35.0,8.0,7.0,17.0,20.0,63.0,58.0,39.0,42.0,62.0,73.0,33.0,40.0,6.0,13.0,27.0,27.0,79.0,70.0,22.0,14.0,28.0,20.0,24.0,22.0,9.0,9.0,6.0,2.0,-14.0,-12.0,-20.0,-21.0
3.0,98.0,2016-01-15,0,DEN,36.0,33.0,4.0,6.0,11.0,18.0,51.0,43.0,36.0,26.0,70.0,60.0,42.0,37.0,9.0,6.0,33.0,31.0,74.0,96.0,14.0,25.0,19.0,26.0,26.0,23.0,5.0,4.0,13.0,6.0,-13.0,-13.0,-20.0,-18.0
6.0,99.0,2016-04-12,0,DET,35.0,28.0,7.0,5.0,20.0,18.0,53.0,44.0,31.0,29.0,58.0,66.0,39.0,48.0,8.0,18.0,31.0,30.0,73.0,67.0,16.0,20.0,22.0,30.0,15.0,15.0,7.0,9.0,5.0,4.0,-14.0,-15.0,-21.0,-17.0
18.0,107.0,2016-04-05,1,DET,64.0,24.0,9.0,5.0,14.0,21.0,50.0,46.0,35.0,27.0,70.0,59.0,41.0,43.0,7.0,12.0,34.0,31.0,71.0,80.0,10.0,20.0,14.0,25.0,22.0,14.0,6.0,7.0,4.0,1.0,-9.0,-13.0,-17.0,-14.0
-1.0,92.0,2015-12-22,1,DET,22.0,52.0,4.0,15.0,18.0,29.0,50.0,41.0,35.0,20.0,70.0,49.0,40.0,43.0,11.0,12.0,29.0,31.0,83.0,57.0,10.0,8.0,12.0,14.0,13.0,16.0,9.0,3.0,7.0,3.0,-5.0,-16.0,-12.0,-11.0
-23.0,81.0,2015-11-25,0,DET,30.0,52.0,6.0,16.0,20.0,31.0,44.0,37.0,26.0,25.0,59.0,67.0,43.0,54.0,10.0,18.0,33.0,36.0,69.0,86.0,11.0,6.0,16.0,7.0,21.0,24.0,2.0,6.0,7.0,7.0,-13.0,-7.0,-14.0,-16.0
-6.0,112.0,2016-02-24,1,GSW,43.0,46.0,6.0,13.0,14.0,28.0,47.0,47.0,34.0,29.0,72.0,62.0,46.0,43.0,11.0,9.0,35.0,34.0,84.0,84.0,26.0,21.0,31.0,25.0,19.0,23.0,8.0,7.0,8.0,3.0,-12.0,-13.0,-23.0,-24.0
-8.0,103.0,2016-01-11,0,GSW,37.0,30.0,7.0,7.0,19.0,23.0,47.0,54.0,34.0,34.0,72.0,63.0,47.0,49.0,9.0,9.0,38.0,40.0,88.0,73.0,14.0,22.0,16.0,30.0,31.0,25.0,2.0,5.0,4.0,1.0,-10.0,-9.0,-19.0,-18.0
-13.0,102.0,2016-02-02,0,HOU,35.0,46.0,6.0,16.0,17.0,35.0,47.0,57.0,32.0,28.0,68.0,49.0,51.0,34.0,13.0,3.0,38.0,31.0,74.0,69.0,20.0,11.0,27.0,16.0,26.0,30.0,5.0,9.0,3.0,6.0,-17.0,-11.0,-18.0,-19.0
20.0,109.0,2015-11-01,1,HOU,41.0,28.0,9.0,10.0,22.0,36.0,52.0,51.0,33.0,22.0,64.0,43.0,48.0,34.0,11.0,3.0,37.0,31.0,76.0,83.0,16.0,15.0,21.0,18.0,24.0,20.0,11.0,9.0,5.0,3.0,-12.0,-17.0,-16.0,-23.0
8.0,101.0,2016-02-22,1,IND,15.0,33.0,2.0,5.0,13.0,15.0,41.0,40.0,36.0,31.0,87.0,77.0,66.0,45.0,20.0,7.0,46.0,38.0,68.0,64.0,23.0,16.0,34.0,25.0,19.0,17.0,8.0,8.0,8.0,6.0,-14.0,-12.0,-24.0,-26.0
3.0,103.0,2016-01-04,1,IND,23.0,29.0,5.0,8.0,22.0,28.0,43.0,44.0,29.0,29.0,68.0,66.0,52.0,55.0,15.0,14.0,37.0,41.0,77.0,72.0,30.0,18.0,39.0,25.0,14.0,18.0,5.0,4.0,6.0,3.0,-7.0,-10.0,-23.0,-26.0
-13.0,83.0,2015-12-11,0,IND,25.0,21.0,5.0,6.0,20.0,28.0,49.0,52.0,30.0,30.0,61.0,58.0,45.0,45.0,8.0,7.0,37.0,38.0,62.0,90.0,8.0,18.0,13.0,20.0,14.0,22.0,6.0,13.0,8.0,6.0,-19.0,-12.0,-16.0,-13.0
-3.0,87.0,2015-11-06,0,IND,30.0,33.0,6.0,5.0,20.0,15.0,49.0,48.0,30.0,31.0,61.0,65.0,40.0,43.0,7.0,9.0,33.0,34.0,69.0,54.0,9.0,13.0,13.0,24.0,21.0,21.0,5.0,4.0,6.0,5.0,-11.0,-12.0,-19.0,-15.0
-7.0,93.0,2016-02-07,1,LAC,41.0,36.0,7.0,9.0,17.0,25.0,39.0,50.0,26.0,28.0,66.0,56.0,53.0,42.0,13.0,7.0,40.0,35.0,69.0,52.0,20.0,17.0,29.0,33.0,14.0,17.0,2.0,8.0,0.0,5.0,-13.0,-6.0,-21.0,-25.0
-14.0,90.0,2016-01-13,0,LAC,38.0,44.0,9.0,11.0,24.0,25.0,48.0,42.0,22.0,29.0,46.0,69.0,49.0,43.0,5.0,10.0,44.0,33.0,66.0,81.0,19.0,13.0,29.0,16.0,26.0,26.0,5.0,18.0,7.0,5.0,-23.0,-7.0,-16.0,-25.0
